iter	Logloss
367	0.1601777077
368	0.1600481987
369	0.1598330021
370	0.1595781326
371	0.1593937874
372	0.1590469718
373	0.158904779
374	0.1587026119
375	0.1585556984
376	0.1583958507
377	0.1581902266
378	0.1579299212
379	0.1577117443
380	0.157377553
381	0.1571859121
382	0.1570621967
383	0.1566795349
384	0.156640625
385	0.1565108418
386	0.1562776327
387	0.1561074853
388	0.1559494495
389	0.1557802558
390	0.1554585576
391	0.155168891
392	0.1549284697
393	0.1547765493
394	0.1545612574
395	0.1543572426
396	0.1540062308
397	0.1537701607
398	0.1535919189
399	0.1533477902
400	0.1531566978
401	0.1529809237
402	0.1526441455
403	0.1523083329
404	0.1521603703
405	0.1518370509
406	0.1517415643
407	0.1516076565
408	0.1514484644
409	0.1511979818
410	0.1510800362
411	0.1508980274
412	0.1507674456
413	0.1504447699
414	0.1502745032
415	0.1499489665
416	0.1497121096
417	0.1496027827
418	0.1494353533
419	0.1493280649
420	0.1492084026
421	0.1490306735
422	0.1488925099
423	0.1487360001
424	0.1485429764
425	0.1484090447
426	0.1482083797
427	0.1478895664
428	0.1477366686
429	0.1475229859
430	0.1473811388
431	0.1472036242
432	0.1468555927
433	0.1466187477
434	0.1464728713
435	0.1463208199
436	0.1462510824
437	0.146044445
438	0.145929718
439	0.1457161069
440	0.1455660343
441	0.1454015255
442	0.1452615976
443	0.1452090025
444	0.145152545
445	0.144880712
446	0.1446614265
447	0.1445458174
448	0.1443464279
449	0.1441817045
450	0.1441023588
451	0.1438942909
452	0.1436915398
453	0.1434078693
454	0.1432358384
455	0.1430525661
456	0.1428845406
457	0.1426773548
458	0.142407608
459	0.1423262239
460	0.1419819117
461	0.1418317556
462	0.1417213678
463	0.1416276217
464	0.1414344072
465	0.1411872268
466	0.1410916805
467	0.1408169985
468	0.1407463193
469	0.1405391216
470	0.1404629588
471	0.140412569
472	0.140021503
473	0.1397628784
474	0.1395403743
475	0.1393992066
476	0.1391923666
477	0.1389695406
478	0.1387756228
479	0.1385594726
480	0.1384284735
481	0.1382049322
482	0.1380797625
483	0.1378280401
484	0.1376952529
485	0.1375091076
486	0.137429285
487	0.1371882677
488	0.1370090127
489	0.1368469715
490	0.1366988063
491	0.1365093112
492	0.1361655951
493	0.136016643
494	0.1357753158
495	0.1356114149
496	0.1355038404
497	0.1354146242
498	0.1352335691
499	0.1351480246
500	0.1351061583
501	0.1350040913
502	0.1348326802
503	0.1347476244
504	0.1346140981
505	0.1345258713
506	0.1344459772
507	0.1343208671
508	0.1342952013
509	0.1340865493
510	0.1338662624
511	0.1336607575
512	0.1335481882
513	0.1332201004
514	0.1330729485
515	0.1329972267
516	0.1328918457
517	0.1327389121
518	0.1325751305
519	0.1323695064
520	0.1321715474
521	0.1319727063
522	0.1317281127
523	0.1316418648
524	0.1315761805
525	0.1314162016
526	0.1313044786
527	0.1312550306
528	0.1311195254
529	0.1310177565
530	0.1308702469
531	0.1307080269
532	0.1306688786
533	0.1305280089
534	0.1303486109
535	0.1302290201
536	0.1301444054
537	0.1298946738
538	0.1297561407
539	0.1296175718
540	0.129485023
541	0.1293304086
542	0.1292756915
543	0.1291278958
544	0.1289682388
545	0.1288273573
546	0.1287342668
547	0.1286211967
548	0.1284953475
549	0.1283962727
550	0.1282958627
551	0.1281942368
552	0.1279749274
553	0.1278441191
554	0.1276664734
555	0.1275113583
556	0.1273050666
557	0.1272151947
558	0.1270708323
559	0.126826787
560	0.1266776681
561	0.1264893651
562	0.1263943195
563	0.126244688
564	0.1260638118
565	0.1257951498
566	0.1256876349
567	0.1255822897
568	0.1254351497
569	0.125352335
570	0.125223279
571	0.1250442743
572	0.1249309897
573	0.1246600151
574	0.124573195
575	0.1243739486
576	0.1241367579
577	0.1240471721
578	0.1239225388
579	0.1238772273
580	0.1238006949
581	0.1235798359
582	0.1234048128
583	0.1232967615
584	0.1231582761
585	0.1229360938
586	0.1228399158
587	0.1227533579
588	0.122593224
589	0.1224572659
590	0.1224125385
591	0.1222356558
592	0.1221142054
593	0.1219953537
594	0.121876204
595	0.1216738462
596	0.1215997338
597	0.121477747
598	0.1213059902
599	0.1211671352
600	0.1211108685
601	0.1209390163
602	0.1208391905
603	0.1207842708
604	0.1207375526
605	0.1205974579
606	0.1204300404
607	0.1203351974
608	0.1201766729
609	0.1200423002
610	0.1199337006
611	0.1197175026
612	0.1195254087
613	0.1194275022
614	0.1193496585
615	0.1192395687
616	0.1190106034
617	0.1187971592
618	0.1186621785
619	0.1186374426
620	0.118503046
621	0.1184151888
622	0.1182868719
623	0.1182370186
624	0.118184185
625	0.1180166721
626	0.1179193258
627	0.1178586125
628	0.1176754594
629	0.1175310135
630	0.1174172521
631	0.1172593474
632	0.1171382427
633	0.1170847416
634	0.116843152
635	0.1167135954
636	0.1166535378
637	0.1164431453
638	0.1162302613
639	0.1160165787
640	0.1158283591
641	0.1155796051
642	0.1154838204
643	0.1152076006
644	0.1150727987
645	0.1149933577
646	0.1148210049
647	0.1147330046
648	0.1146819353
649	0.1145574808
650	0.1144228935
651	0.114373517
652	0.1141819
653	0.1140344501
654	0.1139883041
655	0.1137981534
656	0.1136432648
657	0.1135412335
658	0.1134211302
659	0.1133858562
660	0.1132372618
661	0.1131743789
662	0.1130251408
663	0.1128611445
664	0.112674737
665	0.1125449657
666	0.1124325037
667	0.1122164726
668	0.1120656013
669	0.11189605
670	0.111660099
671	0.1115980864
672	0.1113596439
673	0.1111879587
674	0.111066556
675	0.1109202147
676	0.1108385086
677	0.1107016802
678	0.1105440617
679	0.1103398561
680	0.1101426363
681	0.1099529266
682	0.1098480463
683	0.1097732067
684	0.1096596718
685	0.1096077919
686	0.1094038486
687	0.1093442917
688	0.1092689991
689	0.1091687202
690	0.108985436
691	0.108832407
692	0.1087853909
693	0.1086816788
694	0.1084281445
695	0.1082122803
696	0.1080756187
697	0.1078804851
698	0.1076893687
699	0.1074747562
700	0.1072345734
701	0.1071335793
702	0.1071079254
703	0.1069648504
704	0.1066749334
705	0.10653193
706	0.1064367771
707	0.1062105179
708	0.1061724186
709	0.106040442
710	0.1058611631
711	0.1058145404
712	0.1056911826
713	0.1056144238
714	0.1055002689
715	0.1053274155
716	0.1051826477
717	0.1049251437
718	0.1047889352
719	0.1046024084
720	0.1045713663
721	0.1043977141
722	0.1042632341
723	0.1042244077
724	0.1040421247
725	0.103967452
726	0.1038344026
727	0.1036911488
728	0.1036347151
729	0.1035258174
730	0.1034355283
731	0.1033279657
732	0.1032292962
733	0.1030183315
734	0.1028830886
735	0.1027412891
736	0.1025519609
737	0.1023477435
738	0.1022122264
739	0.1019620895
740	0.1018748641
741	0.101708889
742	0.10158391
743	0.1015244722
744	0.1014615417
745	0.101362896
746	0.101202929
747	0.1010473847
748	0.1008420944
749	0.1006899118
750	0.1004325628
751	0.1002321243
752	0.1002011776
753	0.1000564694
754	0.09992346168
755	0.09979248047
756	0.09963667393
757	0.09944290519
758	0.0993053019
759	0.09921019673
760	0.09908066988
761	0.09891024828
762	0.0988180995
763	0.09873794913
764	0.09851449132
765	0.0984865427
766	0.0982790947
767	0.09825184345
768	0.09821298122
769	0.09798781872
770	0.09796785116
771	0.09782140255
772	0.09765888453
773	0.09742335677
774	0.09727138281
775	0.09717293978
776	0.09706405401
777	0.09703859687
778	0.09687412977
779	0.09676772356
780	0.09665535092
781	0.09653007388
782	0.09642335773
783	0.09630169272
784	0.09605711699
785	0.09600809216
786	0.09590587616
787	0.09578716159
788	0.0956210196
789	0.09558269978
790	0.09542838335
791	0.09536483288
792	0.09520282149
793	0.09508587122
794	0.09500969648
795	0.09489889145
796	0.09477511048
797	0.09467799664
798	0.0945561707
799	0.09440540075
800	0.09428440928
801	0.09416590333
802	0.09404114485
803	0.0940164268
804	0.09391457438
805	0.09383718371
806	0.09372571707
807	0.09351868033
808	0.09342399836
809	0.09340488911
810	0.09332537055
811	0.09318956733
812	0.09313691854
813	0.09296699166
814	0.09281685352
815	0.09271449447
816	0.09265919924
817	0.09254578352
818	0.09244378209
819	0.09235275984
820	0.09221019745
821	0.09200773239
822	0.09185510874
823	0.09184647202
824	0.09169360399
825	0.09159923792
826	0.09148027897
827	0.09141259193
828	0.0912897706
829	0.09114439487
830	0.09101777077
831	0.09096308947
832	0.09084626436
833	0.09075791836
834	0.09063907266
835	0.09057075381
836	0.09052720666
837	0.090451473
838	0.09036082029
839	0.0902682662
840	0.09009059668
841	0.09001615047
842	0.0900031209
843	0.08993694782
844	0.08979688883
845	0.08957346678
846	0.08941110373
847	0.08939276934
848	0.08930090666
849	0.08922965527
850	0.08917302489
851	0.08897354007
852	0.08885948062
853	0.08869710565
854	0.08848643303
855	0.08840148449
856	0.0882334888
857	0.08810791373
858	0.08796057105
859	0.08783372045
860	0.08768079281
861	0.08758260012
862	0.08750799298
863	0.08740375042
864	0.08729196191
865	0.08719867468
866	0.08708072901
867	0.08705304861
868	0.0869404912
869	0.08681352139
870	0.08663606644
871	0.08658776283
872	0.0865079999
873	0.08642339706
874	0.08625206351
875	0.08616145849
876	0.08599854708
877	0.08595730066
878	0.08576645851
879	0.08562033176
880	0.08554321527
881	0.08538778424
882	0.08522796631
883	0.0851534605
884	0.08499563932
885	0.0849496603
886	0.08479834199
887	0.08473829031
888	0.08471591473
889	0.08460848331
890	0.08448575139
891	0.08439141512
892	0.08425037861
893	0.0841725111
894	0.08415608406
895	0.08402284384
896	0.08388761282
897	0.08376381993
898	0.08368499279
899	0.08359305263
900	0.08349835873
901	0.08330038786
902	0.08326746821
903	0.08316678405
904	0.08309695125
905	0.08298584819
906	0.08292160034
907	0.08279294968
908	0.08266785741
909	0.0825226903
910	0.08231135607
911	0.08222390413
912	0.08207544684
913	0.08201172352
914	0.08192467093
915	0.08185375929
916	0.08174479008
917	0.08170031905
918	0.08161911964
919	0.08154163361
920	0.08141419888
921	0.08138048649
922	0.08126721978
923	0.08120058775
924	0.08116941452
925	0.08105285168
926	0.08095057607
927	0.08089066744
928	0.0808290422
929	0.08077516556
930	0.08066955209
931	0.08058501482
932	0.08044977188
933	0.08041098714
934	0.0803722918
935	0.08019361496
936	0.08012712002
937	0.07999213934
938	0.07991091609
939	0.07986814976
940	0.07974528074
941	0.07965898514
942	0.07960240841
943	0.07949358821
944	0.07942546606
945	0.07940890789
946	0.07928125262
947	0.07919256091
948	0.0791302681
949	0.07903280258
950	0.07894611359
951	0.07881339788
952	0.07867316604
953	0.07854382396
954	0.07846167684
955	0.07834142447
956	0.0782600224
957	0.07817987204
958	0.07814219594
959	0.07801678777
960	0.07792750597
961	0.0778783083
962	0.07781497836
963	0.07768878341
964	0.07757196426
965	0.0774435401
966	0.07733837366
967	0.07728128433
968	0.07720537186
969	0.07714566588
970	0.07706600428
971	0.07701187134
972	0.07684869766
973	0.07680895329
974	0.07667871714
975	0.07664624453
976	0.07658071518
977	0.07651275396
978	0.07648535967
979	0.07642160654
980	0.07636828423
981	0.07625212073
982	0.0761174798
983	0.07598342896
984	0.07587903142
985	0.075776577
986	0.07570371032
987	0.07569047213
988	0.07565455437
989	0.07553599477
990	0.0755238533
991	0.07539368868
992	0.07527471781
993	0.07519258857
994	0.07516909838
995	0.07507169247
996	0.0749607265
997	0.07486131191
998	0.07482154965
999	0.07469477654
